Longitude,Latitude,Field,Data,Crop,Altitude(m),Yield mass (tonne/ha)
-51.03555720000001,-22.67529935,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,397.76,2.57
-51.03558928,-22.67528895,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.1,3.355
-51.03559583,-22.67527083,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.64,3.138
-51.03563548,-22.67526068,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.94,2.2359999999999998
-51.03566747,-22.67525028,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.84,2.594
-51.03570213,-22.67523561,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.7,2.555
-51.03574065,-22.6752265,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.59,2.523
-51.03579086,-22.67521044,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.27,2.759
-51.0358321,-22.67519666,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,397.6,2.407
-51.03587756,-22.67519716,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,397.45,3.017
-51.0359158,-22.67517695,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,397.8,2.7910000000000004
-51.035955799999996,-22.67517028,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,397.7,3.016
-51.03600913,-22.67515528,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,397.74,2.807
-51.0360571,-22.67514166,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,397.62,2.7430000000000003
-51.03610565,-22.675141500000002,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,397.14,2.9339999999999997
-51.03615231,-22.67512817,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,397.04,2.588
-51.03619891,-22.67512455,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,397.31,2.9530000000000003
-51.03624016,-22.67510862,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,396.8,3.322
-51.0362722,-22.67509731,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,396.66,3.825
-51.03630071,-22.67509836,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,396.69,2.7460000000000004
-51.03633984,-22.67508155,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,396.72,2.645
-51.03637601,-22.67506075,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,396.94,2.61
-51.03641507,-22.67503851,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,397.53,2.742
-51.03644256,-22.67501383,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.07,3.054
-51.03648898,-22.6750015,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.5,3.009
-51.03652756,-22.67498716,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.9,2.593
-51.03656629,-22.67497129,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.05,2.8080000000000003
-51.03660452,-22.67495107,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.9,2.708
-51.03665105,-22.67493416,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.92,2.6660000000000004
-51.03669785,-22.67491773,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.64,2.679
-51.03674484,-22.67489822,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.6,2.948
-51.03679222,-22.67488444,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.67,2.924
-51.03685227,-22.67487134,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.44,2.705
-51.03690057,-22.67485621,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.27,2.6919999999999997
-51.03693537,-22.67483885,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,397.94,2.835
-51.03697636,-22.67482136,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.19,2.478
-51.03701328,-22.67479503,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.67,3.125
-51.03705043,-22.67476891,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.76,2.7680000000000002
-51.03708543,-22.67474557,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.24,3.008
-51.03711946,-22.6747245,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.52,2.945
-51.037159100000004,-22.67469255,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.67,2.734
-51.03719661,-22.67467003,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.19,3.062
-51.03724422,-22.67464716,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.0,3.466
-51.03728037,-22.67462718,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.24,2.853
-51.0373158,-22.67460362,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.78,3.4960000000000004
-51.03734994,-22.67458503,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.29,3.043
-51.03738484,-22.67456322,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.22,3.089
-51.037422799999995,-22.67453117,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.44,3.013
-51.03745244,-22.67450755,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.44,3.068
-51.03748796,-22.67448129,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.25,2.95
-51.03753016,-22.67445195,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.38,2.844
-51.0375595,-22.67442539,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.55,2.988
-51.03758661,-22.67439336,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.54,2.6919999999999997
-51.0376191,-22.67436755,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.03,2.8360000000000003
-51.0376515,-22.67433655,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.26,3.2039999999999997
-51.03768446,-22.67430784,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.5,2.7289999999999996
-51.03770537,-22.67427718,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.38,3.063
-51.03774077,-22.67424755,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.74,2.641
-51.03776188,-22.67421331,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.89,3.409
-51.03778941,-22.674177800000002,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.57,2.533
-51.03780738,-22.67413855,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.48,2.864
-51.03782542,-22.67410341,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.17,3.4619999999999997
-51.03784063,-22.67403733,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.81,2.7460000000000004
-51.03785104,-22.67399867,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.99,2.997
-51.03786284,-22.67395539,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.14,2.9330000000000003
-51.03787572,-22.67391188,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.76,2.591
-51.03788604,-22.67387201,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.59,3.074
-51.03789816,-22.67383382,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.69,3.0439999999999996
-51.03790937,-22.67379201,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.24,2.9139999999999997
-51.037924100000005,-22.67376089,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.84,2.8739999999999997
-51.03794,-22.67371887,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.61,2.5
-51.03795405,-22.67367688,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.8,2.4930000000000003
-51.03797428,-22.67361737,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.84,2.68
-51.03799022,-22.67357998,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.55,1.604
-51.03792179,-22.67349173,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.86,5.26
-51.03789999,-22.67359445,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.11,10.0
-51.03787849,-22.67363283,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.2,5.18
-51.03786236,-22.67367301,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.27,3.233
-51.03783531,-22.67371288,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.71,2.67
-51.03782581,-22.6737493,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.39,3.147
-51.03781526,-22.67376893,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.86,4.397
-51.03784422,-22.673684100000003,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.68,5.72
-51.03780689,-22.67372853,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.87,11.51
-51.03777515,-22.67374677,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.5,2.889
-51.03774547,-22.67376726,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.62,3.6039999999999996
-51.03771422,-22.67378744,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.66,3.498
-51.03768689,-22.67380853,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.64,3.734
-51.03765295,-22.67382781,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.04,3.5069999999999997
-51.03762005,-22.67384829,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.09,3.971
-51.03758295,-22.67387114,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.19,4.311
-51.03755462,-22.67389281,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.29,3.514
-51.03752053,-22.67392215,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.24,2.327
-51.03748529,-22.67394697,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.4,3.353
-51.03744768,-22.67396349,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.74,6.891
-51.03742637,-22.673967899999997,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.23,2.68
-51.03738983,-22.67399304,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.4,2.985
-51.03735005,-22.67401329,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.34,3.446
-51.03730881,-22.67403392,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.61,2.94
-51.03727061,-22.67405083,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.18,2.8310000000000004
-51.03721591,-22.67406818,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.0,2.8339999999999996
-51.03717728,-22.67408417,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.7,2.76
-51.03712925,-22.67409655,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.18,2.9389999999999996
-51.0370941,-22.67411283,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.25,2.8689999999999998
-51.03704659,-22.67413981,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.74,3.023
-51.03700755,-22.67416577,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.7,4.311
-51.03697422,-22.6741941,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.54,3.3089999999999997
-51.03693922,-22.67422077,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.86,3.247
-51.03690589,-22.67424577,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.78,3.068
-51.03687468,-22.6742683,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.94,2.865
-51.03683928,-22.67429163,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.99,3.2880000000000003
-51.03680015,-22.67431677,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.2,2.596
-51.03675752,-22.67434137,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.44,3.113
-51.03671189,-22.67436686,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.6,3.8569999999999998
-51.03667682,-22.6743901,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.28,4.048
-51.0366391,-22.674414499999997,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.73,3.685
-51.03659922,-22.67444077,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.28,4.244
-51.03656676,-22.67447353,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.81,3.281
-51.03653338,-22.67450163,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.41,3.134
-51.03650047,-22.67452392,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.99,3.2230000000000003
-51.03646261,-22.67454329,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.74,3.33
-51.03641849,-22.67455677,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.62,3.61
-51.03637922,-22.67458077,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.41,3.855
-51.03634992,-22.67460481,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.34,3.35
-51.03631456,-22.67462775,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.5,3.465
-51.03628462,-22.67465281,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.94,3.6630000000000003
-51.03625015,-22.6746751,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.8,3.455
-51.03620671,-22.67469996,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.07,3.7030000000000003
-51.03616696,-22.6747253,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.04,3.5060000000000002
-51.0361265,-22.67475304,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.71,3.45
-51.03608881,-22.67477559,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.3,3.227
-51.03605349,-22.67480177,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.04,3.556
-51.03601962,-22.67482781,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.69,2.9810000000000003
-51.03598047,-22.67485392,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.78,3.04
-51.03594795,-22.67487614,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.84,3.2289999999999996
-51.0359165,-22.67490137,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.84,2.86
-51.03588171,-22.67492663,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.54,2.813
-51.03584714,-22.67494726,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.38,2.725
-51.03581159,-22.67496981,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.5,3.267
-51.03576586,-22.67499137,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.72,3.385
-51.03572182,-22.67501177,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.1,3.858
-51.03568826,-22.67504343,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.34,4.003
-51.03565659,-22.67507648,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.26,3.111
-51.03562671,-22.67510163,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.24,3.641
-51.03559029,-22.67512697,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.78,2.722
-51.03554892,-22.67515079,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.5,3.32
-51.03550522,-22.67517686,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.6,3.508
-51.03547755,-22.67519744,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.08,3.4
-51.03544316,-22.67522304,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.88,3.259
-51.03540659,-22.67524481,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.16,2.681
-51.03536659,-22.67526648,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.42,3.554
-51.03532659,-22.67528814,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.36,2.903
-51.03528881,-22.67530059,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.6,2.84
-51.03523355,-22.67532019,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.84,4.748
-51.03519311,-22.67536001,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.23,4.936
-51.03534238,-22.67537503,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.69,1.03
-51.03540065,-22.67534983,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.71,0.575
-51.0354919,-22.67529537,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.87,4.743
-51.03553183,-22.67526529,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.9,4.342
-51.03556317,-22.67524322,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.95,3.69
-51.03559785,-22.6752194,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.68,3.5039999999999996
-51.03563966,-22.67519963,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.51,2.7060000000000004
-51.03567494,-22.675176699999998,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.34,3.5669999999999997
-51.03570601,-22.67515908,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.44,2.9160000000000004
-51.03574398,-22.6751465,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.23,3.17
-51.03578731,-22.67513483,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.38,3.4819999999999998
-51.0358231,-22.67512646,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.72,3.2969999999999997
-51.03587074,-22.67510677,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.84,2.8110000000000004
-51.03591391,-22.67509621,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.97,2.8339999999999996
-51.03595796,-22.67508292,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.94,2.891
-51.03599398,-22.67506983,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.1,2.512
-51.03603227,-22.67505801,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.14,2.75
-51.03607413,-22.67504695,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.24,2.8960000000000004
-51.03612043,-22.675045,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.29,2.585
-51.03616452,-22.67503773,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.54,2.827
-51.03620268,-22.67502408,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.24,2.504
-51.03624715,-22.67501577,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.18,2.925
-51.03629271,-22.67499582,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.04,2.8789999999999996
-51.03635727,-22.67497634,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.94,3.1689999999999996
-51.03639744,-22.67495589,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.84,3.511
-51.03642786,-22.67492789,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.03,3.095
-51.03646731,-22.67491317,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.88,2.537
-51.03651057,-22.67490288,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.81,2.8089999999999997
-51.03655438,-22.67488082,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.8,2.992
-51.03659888,-22.67486611,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.91,2.747
-51.03664016,-22.67484529,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.9,3.1310000000000002
-51.03667404,-22.6748267,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.04,2.9130000000000003
-51.03671238,-22.67482003,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.19,3.793
-51.03676231,-22.6748065,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.69,3.0469999999999997
-51.03679565,-22.67479983,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.8,3.6689999999999996
-51.0368408,-22.67478695,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.74,2.6310000000000002
-51.03688077,-22.67476422,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.1,2.925
-51.036908399999994,-22.67473851,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.52,2.89
-51.03695407,-22.67471844,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.08,2.804
-51.03699303,-22.67469969,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.99,3.313
-51.0370234,-22.67468018,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.95,2.717
-51.03706113,-22.67465784,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.88,3.167
-51.03708238,-22.67462734,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.91,3.0260000000000002
-51.03711913,-22.67460528,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.77,3.418
-51.03717253,-22.6745871,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.88,1.936
-51.0372156,-22.67457134,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.04,3.745
-51.03726402,-22.67455162,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.28,2.968
-51.0372952,-22.67453528,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.24,3.286
-51.03728091,-22.67453666,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.62,4.078
-51.03729136,-22.67452636,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.34,2.52
-51.03732673,-22.67450685,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.22,3.012
-51.03736214,-22.67448228,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.04,3.159
-51.03740938,-22.67446082,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.82,3.109
-51.0374441,-22.67444255,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.69,4.084
-51.0374734,-22.67441351,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.17,4.584
-51.0375071,-22.67438391,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.94,3.778
-51.03753645,-22.67435306,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.93,3.489
-51.03756577,-22.67432089,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.89,3.676
-51.03760516,-22.67429029,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.61,3.977
-51.0376384,-22.67426185,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.28,4.0889999999999995
-51.03767577,-22.67423589,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.03,5.388999999999999
-51.037701500000004,-22.67420049,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.1,4.848
-51.03772462,-22.67416043,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.08,4.64
-51.03774355,-22.67411998,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.13,3.978
-51.03775833,-22.67407054,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.14,3.715
-51.03776462,-22.67402543,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.64,3.465
-51.0377765,-22.67398382,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.48,3.452
-51.03778937,-22.67394367,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.44,3.7569999999999997
-51.03779905,-22.67390734,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.35,3.452
-51.03780816,-22.67386049,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.38,2.82
-51.037825,-22.67382408,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.34,3.319
-51.03781761,-22.67371977,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.96,1.9480000000000002
-51.0378092,-22.673784299999998,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.01,1.104
-51.03778736,-22.67383634,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.78,7.7620000000000005
-51.03776089,-22.67387244,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.94,5.973
-51.03772743,-22.67390283,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.0,4.553999999999999
-51.03768714,-22.67391892,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.22,2.903
-51.03765182,-22.673940100000003,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.18,3.114
-51.03761252,-22.67395637,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.06,2.9539999999999997
-51.03758047,-22.67397392,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.8,3.552
-51.03754111,-22.67399888,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.81,2.9589999999999996
-51.03750349,-22.67401677,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.6,3.693
-51.03747005,-22.67403996,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.69,3.05
-51.03744338,-22.67405829,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.79,2.945
-51.03740863,-22.67408197,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.55,3.028
-51.03737752,-22.67409471,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.62,2.701
-51.03734047,-22.67411559,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.7,2.946
-51.03729782,-22.67413245,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.73,2.8939999999999997
-51.03725419,-22.67414471,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.18,2.931
-51.03720611,-22.67416055,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.54,3.25
-51.03716243,-22.67417116,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.87,3.281
-51.03711913,-22.67418789,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.11,2.9010000000000002
-51.03706826,-22.67422148,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.14,2.9330000000000003
-51.03703316,-22.67424804,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.48,3.25
-51.03700137,-22.67427123,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.75,2.977
-51.03696629,-22.67430114,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.19,2.747
-51.03693295,-22.67432281,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.14,2.8810000000000002
-51.0369015,-22.67435137,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.84,2.855
-51.03687137,-22.67437456,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.87,2.853
-51.03683505,-22.67439829,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.04,2.662
-51.03679962,-22.67442114,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.34,2.523
-51.03676326,-22.67445148,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.4,2.9010000000000002
