Longitude,Latitude,Field,Data,Crop,Altitude(m),Yield mass (tonne/ha)
-51.03599894,-22.67455917,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.97,2.883
-51.03595456,-22.67459108,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.46,3.034
-51.03591992,-22.67461481,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.44,3.386
-51.03589047,-22.67463392,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.14,3.233
-51.03584394,-22.674667499999998,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.69,2.778
-51.03581381,-22.67468892,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.72,2.6460000000000004
-51.03578252,-22.67470804,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.22,3.284
-51.03574738,-22.67473271,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.94,2.8710000000000004
-51.03571881,-22.67475392,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.29,3.486
-51.03568529,-22.67478197,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.19,2.7510000000000003
-51.03565565,-22.67480257,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.84,3.2
-51.03562565,-22.67482757,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.29,2.787
-51.03559118,-22.67485271,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.61,3.4610000000000003
-51.03555529,-22.67487697,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.08,3.295
-51.0355215,-22.67490137,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.97,2.58
-51.03549029,-22.6749203,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.88,2.94
-51.03545089,-22.6749491,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.27,2.609
-51.03543289,-22.67496666,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.85,4.2669999999999995
-51.03541316,-22.674979699999998,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.87,2.992
-51.03538108,-22.67499711,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.11,3.279
-51.03534881,-22.67501059,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.2,3.092
-51.03530919,-22.67503804,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.96,2.531
-51.03527956,-22.67505775,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.38,3.0239999999999996
-51.03524159,-22.67507981,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.22,2.8
-51.03520949,-22.67510578,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.19,3.4939999999999998
-51.03517422,-22.675129100000003,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.49,2.714
-51.03514637,-22.675142899999997,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.7,2.952
-51.035113700000004,-22.67516037,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.92,2.695
-51.03508703,-22.67518037,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.18,2.718
-51.03505326,-22.67519981,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.84,2.832
-51.03501659,-22.67522314,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.9,2.6460000000000004
-51.03498505,-22.67524663,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.59,2.6319999999999997
-51.03495316,-22.67527304,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.21,2.823
-51.03491881,-22.67528892,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.94,2.781
-51.03488123,-22.67532108,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.18,3.325
-51.03485189,-22.67534686,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.18,3.09
-51.03482036,-22.67536704,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.73,3.14
-51.034794700000006,-22.67538123,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.04,2.864
-51.03475976,-22.67540796,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.87,2.926
-51.03472565,-22.67543091,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.04,2.515
-51.03469536,-22.67544704,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.98,2.887
-51.03466462,-22.67547447,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.19,3.1
-51.03463565,-22.67549257,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.04,2.9610000000000003
-51.03460065,-22.67551257,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.69,2.897
-51.03456617,-22.67553422,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.73,3.102
-51.03451547,-22.67556059,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.92,2.291
-51.03448065,-22.67557591,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.64,2.5
-51.03444618,-22.67560104,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.31,2.239
-51.03441118,-22.67563104,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.04,1.595
-51.03437629,-22.67565614,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.6,1.105
-51.03436118,-22.67546773,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.6,0.348
-51.03492543,-22.67534166,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.78,8.693999999999999
-51.034969700000005,-22.67533969,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.14,3.5210000000000004
-51.03501136,-22.67532302,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.14,3.7760000000000002
-51.03505007,-22.67530185,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.18,3.275
-51.03508042,-22.67527675,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.6,3.366
-51.03511636,-22.67525302,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.19,3.13
-51.0351537,-22.67522885,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.65,3.583
-51.0351921,-22.67520391,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.1,3.09
-51.03522285,-22.67518107,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.54,3.3689999999999998
-51.03525747,-22.67516028,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.2,3.5589999999999997
-51.03528970000001,-22.67513802,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.09,2.924
-51.03532785,-22.67511607,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.04,3.438
-51.03536661,-22.6750917,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.71,2.908
-51.03538755,-22.67507577,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.29,3.9419999999999997
-51.03539891,-22.67507121,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.8,2.701
-51.03543077,-22.67505255,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.67,2.717
-51.03545870000001,-22.67503552,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.29,3.255
-51.03549744,-22.67500422,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.17,3.1689999999999996
-51.0355241,-22.67498089,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.63,3.8480000000000003
-51.03556577,-22.67495255,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.86,3.4189999999999996
-51.03561744,-22.67491922,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.28,3.3169999999999997
-51.03565183,-22.67488362,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.9,3.8310000000000004
-51.03569173,-22.67485685,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.8,3.946
-51.03573094,-22.67483395,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.81,3.7739999999999996
-51.03576161,-22.67480836,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.84,4.008
-51.035799700000005,-22.67478802,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.34,3.4530000000000003
-51.03583547,-22.67476228,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.27,3.685
-51.03586952,-22.67474273,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.99,3.542
-51.03590618,-22.674714399999996,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.48,3.648
-51.0359391,-22.67469255,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.09,3.088
-51.03597452,-22.67466273,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.02,3.7969999999999997
-51.03601244,-22.67464589,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,407.18,3.162
-51.03605144,-22.674624800000004,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,407.05,2.755
-51.03609077,-22.67459922,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,407.44,3.134
-51.03612785,-22.674574399999997,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,407.66,3.1919999999999997
-51.03616016,-22.67454529,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,407.54,3.0610000000000004
-51.0361974,-22.67452177,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,407.74,3.36
-51.03623256,-22.67450216,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,407.63,3.6460000000000004
-51.03626118,-22.674484399999997,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,407.59,3.605
-51.0363013,-22.67446292,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,407.4,3.366
-51.03633738,-22.67444003,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,407.44,3.342
-51.03637105,-22.67442249,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,407.35,2.8289999999999997
-51.03641079999999,-22.67440195,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.96,3.133
-51.03644768,-22.67438075,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.79,3.287
-51.03649118,-22.67435107,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.61,3.135
-51.03653285,-22.674319399999998,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.68,3.0010000000000003
-51.03657608,-22.67429113,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.61,2.574
-51.03661849,-22.67426529,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.48,2.9139999999999997
-51.0366541,-22.67423755,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.64,2.93
-51.03669214,-22.67421062,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.74,3.1519999999999997
-51.03672849,-22.67418695,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,407.4,2.855
-51.03678037,-22.67415052,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,407.25,2.9989999999999997
-51.03681744,-22.67412755,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,407.61,2.6639999999999997
-51.03686271,-22.67409944,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,408.01,2.636
-51.03690547,-22.67406895,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,407.87,2.727
-51.03694356,-22.6740387,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,407.84,3.466
-51.03698089,-22.67400549,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,407.7,3.406
-51.03702543,-22.67397891,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,407.58,3.431
-51.03706735,-22.67395329,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,407.64,3.75
-51.03710898,-22.67393483,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.89,2.406
-51.03714771,-22.67392082,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.92,2.795
-51.03720328,-22.67390003,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.84,2.823
-51.03724376,-22.67388333,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.54,2.8139999999999996
-51.03728828,-22.67385836,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.27,2.56
-51.03731952,-22.67384773,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.34,2.698
-51.03735744,-22.67383089,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,406.13,2.532
-51.03739516,-22.67380695,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.79,2.853
-51.03743828,-22.6737817,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.51,2.821
-51.03748317,-22.67375322,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.12,2.5380000000000003
-51.03751994,-22.673731699999998,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.04,3.077
-51.03756523,-22.673703699999997,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.21,2.481
-51.03760577,-22.67367255,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.21,2.8810000000000002
-51.03764683,-22.67364029,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.8,2.481
-51.03768941,-22.67360613,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.77,2.517
-51.03773051,-22.67356898,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.61,2.59
-51.03777661,-22.67353836,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,405.11,2.546
-51.03781613,-22.6735095,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.78,2.838
-51.03785715,-22.67347511,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.54,2.44
-51.03789145,-22.67344139,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.45,2.8
-51.03793317,-22.67341322,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.62,2.57
-51.03796244,-22.67337755,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.24,3.778
-51.03799537,-22.67334718,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.53,3.063
-51.03806289,-22.67332666,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.68,1.6469999999999998
-51.03807413,-22.67333637,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.22,0.973
-51.03804483,-22.6733345,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.51,0.594
-51.03804779,-22.67337434,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.37,2.23
-51.0380364,-22.67340773,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.8,3.265
-51.03801224,-22.67344719,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.07,3.116
-51.03798755,-22.67347577,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.63,3.3160000000000003
-51.03795992,-22.67350314,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.18,2.593
-51.03792886,-22.67352882,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.04,2.924
-51.03791062,-22.67354271,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.01,2.528
-51.03788325,-22.6735611,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.94,2.685
-51.03785589,-22.673584100000003,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.98,3.431
-51.03781089,-22.67362077,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.34,3.0980000000000003
-51.03777714,-22.67364392,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.24,2.739
-51.03774422,-22.6736641,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.94,3.577
-51.03770894,-22.673692499999998,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.04,2.7119999999999997
-51.03768137,-22.67371456,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.9,3.181
-51.03764456,-22.67374442,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.46,3.36
-51.03761261,-22.67376663,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.84,3.07
-51.0375765,-22.6737997,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.01,3.2910000000000004
-51.03753881,-22.67381892,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.68,2.841
-51.037502,-22.67384203,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.05,3.273
-51.03744515,-22.67387177,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.4,3.4530000000000003
-51.03740483,-22.67389304,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.3,3.213
-51.03737047,-22.67391559,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.44,3.13
-51.037327000000005,-22.67393703,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.18,3.3310000000000004
-51.0372841,-22.67394616,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.2,2.7739999999999996
-51.03725095,-22.67396329,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.44,3.16
-51.0372091,-22.6739795,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.78,3.727
-51.03716755,-22.67399244,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.79,3.339
-51.03712714,-22.67400726,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.6,3.245
-51.03708213,-22.674022100000002,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.55,3.548
-51.03704224,-22.67405219,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.07,4.103
-51.03699529,-22.67409363,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.38,2.846
-51.0369615,-22.6741247,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.81,2.7710000000000004
-51.03692398,-22.67414257,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.89,3.6
-51.03688682,-22.67416677,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.74,3.528
-51.03684483,-22.67419137,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.74,2.924
-51.03681492,-22.67421314,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.64,2.34
-51.03678187,-22.674238600000002,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.34,4.51
-51.03676956,-22.67424499,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.72,3.523
-51.03674881,-22.67426726,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.39,2.342
-51.03672599,-22.67428253,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.43,4.239
-51.03673422,-22.67427077,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.49,2.394
-51.03672203,-22.674288699999998,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.96,1.969
-51.03669586,-22.67430804,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.32,2.764
-51.03666182,-22.67432844,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.6,3.055
-51.03662547,-22.67434726,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.66,3.016
-51.03658349,-22.67437344,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.58,3.66
-51.03654714,-22.67439726,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.36,3.1910000000000003
-51.03651529,-22.674415300000003,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.59,3.76
-51.03648659,-22.67444481,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.86,3.117
-51.03645047,-22.67446226,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.78,2.9989999999999997
-51.03640863,-22.67448697,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.23,3.426
-51.03637919,-22.67450304,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.16,3.1189999999999998
-51.0363441,-22.67452283,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.75,2.915
-51.03630867,-22.6745487,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.2,2.943
-51.03627381,-22.67456892,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.98,3.06
-51.03623898,-22.67459091,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.29,3.201
-51.03620728,-22.67460583,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.38,3.122
-51.03617058,-22.67463245,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.57,3.239
-51.03614547,-22.67465059,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.45,2.989
-51.03611615,-22.67466578,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.59,3.49
-51.03607952,-22.67469437,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.81,3.4560000000000004
-51.03605196,-22.674715300000003,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.74,3.029
-51.0360191,-22.67473783,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.91,2.904
-51.0359815,-22.67475804,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.8,2.505
-51.03595047,-22.67478392,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.42,3.069
-51.03591213,-22.67480544,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.54,3.4619999999999997
-51.03587855,-22.67482519,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.19,2.702
-51.03584214,-22.67485059,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.04,3.242
-51.03580671,-22.67487496,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.14,2.7119999999999997
-51.03578252,-22.67489471,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.42,2.805
-51.03573993,-22.674925100000003,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.34,3.049
-51.03570855,-22.67495019,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.65,2.129
-51.03567623,-22.67497275,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.68,2.256
-51.03563983,-22.67499804,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.33,3.02
-51.03560849,-22.67501783,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,401.78,5.337999999999999
-51.03559493,-22.67503843,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.25,4.462
-51.03556816,-22.67505137,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.27,2.31
-51.03553755,-22.67507244,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,402.9,2.65
-51.03550637,-22.6750979,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.28,2.097
-51.03546671,-22.67512163,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.44,2.285
-51.03543589,-22.67514244,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.38,2.551
-51.03539663,-22.67516152,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.68,2.155
-51.03536189,-22.67518686,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.64,3.19
-51.03533422,-22.6752091,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.57,3.095
-51.03530992,-22.67521981,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.44,2.835
-51.03528268,-22.67523516,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.45,2.838
-51.03525228,-22.6752575,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.74,2.4419999999999997
-51.03521363,-22.6752753,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.69,3.1210000000000004
-51.03517492,-22.67530148,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.88,2.67
-51.03515214,-22.67531559,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,403.9,2.903
-51.03511394,-22.6753425,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.37,2.7689999999999997
-51.03507061,-22.6753675,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.97,2.9789999999999996
-51.03503061,-22.67538583,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.57,3.2
-51.03498951,-22.67539764,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.4,3.572
-51.03494956,-22.67540333,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.72,3.194
-51.03490623,-22.67540666,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.62,2.9560000000000004
-51.03486615,-22.67540412,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.34,2.762
-51.03481869,-22.67542707,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.54,3.925
-51.03478565,-22.67545091,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.19,3.6710000000000003
-51.03474752,-22.67547804,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.28,3.8369999999999997
-51.034696200000006,-22.67548776,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,404.41,3.242
-51.03472904,-22.67550503,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.64,0.39299999999999996
-51.0348008,-22.67548362,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.54,1.6480000000000001
-51.03485376,-22.67547333,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.59,3.44
-51.03489394,-22.67547467,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.2,3.55
-51.03494057,-22.67546288,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.54,2.9010000000000002
-51.03498049,-22.6754591,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,400.39,3.141
-51.03502049,-22.67544577,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.93,3.591
-51.03507379,-22.67543714,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.84,3.259
-51.03511574,-22.67542344,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,399.31,2.9539999999999997
-51.03515898,-22.67540983,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.99,2.375
-51.03520047,-22.67540271,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.47,2.783
-51.03524494,-22.67538336,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.71,2.9130000000000003
-51.03528713,-22.67537104,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.58,2.657
-51.03532247,-22.67536695,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.5,3.1519999999999997
-51.03537299,-22.67534796,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.8,2.7569999999999997
-51.03542546,-22.67533718,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.43,2.351
-51.03547661,-22.675331699999997,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,398.29,2.6719999999999997
-51.03552118,-22.6753094,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,397.64,1.615
